1,312,-22,-70,-16,-0.0016586
2,1341,6,-84,4,-0.0016637
3,110,-26,-58,-14,-0.001199
4,228,50,-70,4,-0.0013519
5,135,-26,-84,12,-0.0010955
6,159,-42,-66,-2,-0.0013854
